current_id,current_name,current_type,current_price,current_stock,current_categories,action,new_category,new_subcategory,new_handle,new_url,new_sku_suggested,watermark_status,tags_use_case,tags_problem,reason,notes,YOU_FILL_watermark_licence_number,YOU_FILL_watermark_certifier,YOU_FILL_watermark_valid_until,YOU_FILL_gtin_or_ean,YOU_FILL_supplier_name,YOU_FILL_decision_override,YOU_FILL_extra_notes,qf_no_description,qf_thin_description,qf_no_attributes,qf_low_images,qf_no_sku,qf_no_gtin,existing_watermark_signal,existing_wels_signal,current_image_count,current_description_length,current_sale_price,old_url_pattern
12448,Complete Bathroom Package 4B | Matte Black | Watermark Certified | WELS Rated,simple,2099.99,,Bundles,KEEP,plumbing,bundles,complete-bathroom-package-4b-matte-black-watermark-certified-wels-rated,/plumbing/bundles/complete-bathroom-package-4b-matte-black-watermark-certified-wels-rated/,EA-PLB-BUNDLE-05,certified,,,WaterMark-certified bathroom package,WaterMark certificate numbers REQUIRED for all components,,,,,,,,,,,YES,YES,YES,YES,YES,1,2100,,/product/complete-bathroom-package-4b-matte-black-watermark-certified-wels-rated/
12489,Complete Bathroom Package 4C | Polished Chrome | Watermark Certified | WELS Rated,simple,2099.99,,Bundles,KEEP,plumbing,bundles,complete-bathroom-package-4c-polished-chrome-watermark-certified-wels-rated,/plumbing/bundles/complete-bathroom-package-4c-polished-chrome-watermark-certified-wels-rated/,EA-PLB-BUNDLE-10,certified,,,WaterMark-certified bathroom package,WaterMark certificate numbers REQUIRED for all components,,,,,,,,,,,YES,YES,YES,YES,YES,1,2104,,/product/complete-bathroom-package-4c-polished-chrome-watermark-certified-wels-rated/
12451,Complete Bathroom Package 4G | Brushed Gold | Watermark Certified | WELS Rated,simple,2299.99,,Bundles,KEEP,plumbing,bundles,complete-bathroom-package-4g-brushed-gold-watermark-certified-wels-rated,/plumbing/bundles/complete-bathroom-package-4g-brushed-gold-watermark-certified-wels-rated/,EA-PLB-BUNDLE-06,certified,,,WaterMark-certified bathroom package,WaterMark certificate numbers REQUIRED for all components,,,,,,,,,,,YES,YES,YES,YES,YES,1,2101,,/product/complete-bathroom-package-4g-brushed-gold-watermark-certified-wels-rated/
12229,12cm Bathroom Mixer Tap in Polished Chrome,simple,59.95,,Bathroom Taps,KEEP,plumbing,kitchen-taps,12cm-bathroom-mixer-tap-in-polished-chrome,/plumbing/kitchen-taps/12cm-bathroom-mixer-tap-in-polished-chrome/,EA-PLB-BTH-03,certified,use:home-drinking-water,,RO filter tap,WaterMark certificate number REQUIRED if certified,,,,,,,,,,,YES,YES,YES,YES,YES,1,1225,,/product/12cm-bathroom-mixer-tap-in-polished-chrome/
12233,12cm Bathroom Mixer Tap in Polished Chrome - Extended Sprout,simple,64.95,,Bathroom Taps,KEEP,plumbing,kitchen-taps,12cm-bathroom-mixer-tap-in-polished-chrome-extended-sprout,/plumbing/kitchen-taps/12cm-bathroom-mixer-tap-in-polished-chrome-extended-sprout/,EA-PLB-BTH-04,certified,use:home-drinking-water,,RO filter tap,WaterMark certificate number REQUIRED if certified,,,,,,,,,,,YES,YES,YES,YES,YES,1,1478,,/product/12cm-bathroom-mixer-tap-in-polished-chrome-extended-sprout/
12224,16cm Bathroom Mixer Tap in Polished Chrome,simple,139.95,,Bathroom Taps,KEEP,plumbing,kitchen-taps,16cm-bathroom-mixer-tap-in-polished-chrome,/plumbing/kitchen-taps/16cm-bathroom-mixer-tap-in-polished-chrome/,EA-PLB-BTH-02,certified,use:home-drinking-water,,RO filter tap,WaterMark certificate number REQUIRED if certified,,,,,,,,,,,YES,YES,YES,YES,YES,1,1178,,/product/16cm-bathroom-mixer-tap-in-polished-chrome/
12417,"3 Way Filtered Kitchen Tap for RO Water Filters - Mixer in Black, Nickel, Gold, and Chrome",variable,,,Kitchen Taps,KEEP,plumbing,kitchen-taps,3-way-filtered-kitchen-tap-for-ro-water-filters-mixer-in-black-nickel-gold-and-c,/plumbing/kitchen-taps/3-way-filtered-kitchen-tap-for-ro-water-filters-mixer-in-black-nickel-gold-and-c/,EA-PLB-KIT-10,certified,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,,,YES,YES,YES,YES,YES,1,818,,/product/3-way-filtered-kitchen-tap-for-ro-water-filters-mixer-in-black-nickel-gold-and-c/
12257,Gooseneck Kitchen Mixer Tap in Polished Chrome,simple,59.95,,Kitchen Taps,KEEP,plumbing,kitchen-taps,gooseneck-kitchen-mixer-tap-in-polished-chrome,/plumbing/kitchen-taps/gooseneck-kitchen-mixer-tap-in-polished-chrome/,EA-PLB-KIT-09,certified,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,,,YES,YES,YES,YES,YES,1,1157,,/product/gooseneck-kitchen-mixer-tap-in-polished-chrome/
5078,Spring Loaded Tap - Kitchen Mixer in Brushed Nickel,simple,119.95,,Kitchen Taps,KEEP,plumbing,kitchen-taps,spring-loaded-tap-kitchen-mixer-in-brushed-nickel,/plumbing/kitchen-taps/spring-loaded-tap-kitchen-mixer-in-brushed-nickel/,EA-PLB-KIT-07,certified,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,,,YES,YES,YES,YES,YES,1,1420,,/product/spring-loaded-tap-kitchen-mixer-in-brushed-nickel/
12261,Tall Spring Loaded Kitchen Mixer with Pull-Out Spray in Polished Chrome,simple,169.95,,Kitchen Taps,KEEP,plumbing,kitchen-taps,tall-spring-loaded-kitchen-mixer-with-pull-out-spray-in-polished-chrome,/plumbing/kitchen-taps/tall-spring-loaded-kitchen-mixer-with-pull-out-spray-in-polished-chrome/,EA-PLB-REV-07,certified,,,Kitchen tap — WaterMark required for mains connection,"WaterMark certificate number REQUIRED. If non-certified, mark not_certified and add off-mains warning.",,,,,,,,,,,YES,YES,YES,YES,YES,1,1771,,/product/tall-spring-loaded-kitchen-mixer-with-pull-out-spray-in-polished-chrome/
4595,Bathroom water saving round shower set round rainfall head shower WELS WaterMark,simple,295.0,,Showers,KEEP,plumbing,showers,bathroom-water-saving-round-shower-set-round-rainfall-head-shower-wels-watermark,/plumbing/showers/bathroom-water-saving-round-shower-set-round-rainfall-head-shower-wels-watermark/,EA-PLB-SHWR-02,certified,,,Shower system,WaterMark certificate number REQUIRED,,,,,,,,,,YES,YES,YES,YES,YES,YES,1,1660,,/product/bathroom-water-saving-round-shower-set-round-rainfall-head-shower-wels-watermark/
4198,Shower Filter | 15 Stages | Includes Extra Cartridge,simple,39.95,,"Showers, Water Filters",KEEP,plumbing,showers,shower-filter-15-stages-includes-extra-cartridge,/plumbing/showers/shower-filter-15-stages-includes-extra-cartridge/,EA-PLB-SHWR,not_required,use:home-drinking-water,problem:chlorine-and-taste,Shower filter — bathroom water filtration,,,,,,,,,YES,,YES,,YES,YES,,,5,0,,/product/shower-filter-15-stages-includes-extra-cartridge/
12275,"In-Wall Dual Flush Toilet Button Faceplate – Circular Design in Black, Chrome, Gold & Nickel",variable,,,Bathroom Accessories,KEEP,plumbing,toilets,in-wall-dual-flush-toilet-button-faceplate-circular-design-in-black-chrome-gold,/plumbing/toilets/in-wall-dual-flush-toilet-button-faceplate-circular-design-in-black-chrome-gold/,EA-PLB-TLT-03,not_required,,,Toilet accessory,,,,,,,,,,,,YES,YES,YES,,,1,1383,,/product/in-wall-dual-flush-toilet-button-faceplate-circular-design-in-black-chrome-gold/
12285,"In-Wall Dual Flush Toilet Button Faceplate – Rectangular Design in Black, Chrome, Gold & Nickel",variable,,,Bathroom Accessories,KEEP,plumbing,toilets,in-wall-dual-flush-toilet-button-faceplate-rectangular-design-in-black-chrome-go,/plumbing/toilets/in-wall-dual-flush-toilet-button-faceplate-rectangular-design-in-black-chrome-go/,EA-PLB-TLT-04,not_required,,,Toilet accessory,,,,,,,,,,,,YES,YES,YES,,,1,1389,,/product/in-wall-dual-flush-toilet-button-faceplate-rectangular-design-in-black-chrome-go/
4622,"Rimless Watermark Back-to-Wall Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",simple,265.0,,Toilets,KEEP,plumbing,toilets,rimless-watermark-back-to-wall-toilet-soft-close-seat-wels-rated-local-pickup-ce,/plumbing/toilets/rimless-watermark-back-to-wall-toilet-soft-close-seat-wels-rated-local-pickup-ce/,EA-PLB-REV-03,certified,,,Toilet — WaterMark required for sale in AU,"WaterMark certificate number REQUIRED. If supplier cannot provide, CUT this product (legal risk).",,,,,,,,,,,YES,YES,YES,YES,YES,2,2320,,/product/rimless-watermark-back-to-wall-toilet-soft-close-seat-wels-rated-local-pickup-ce/
4627,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",simple,295.0,,Toilets,KEEP,plumbing,toilets,rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr,/plumbing/toilets/rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr/,EA-PLB-REV-04,certified,,,Toilet — WaterMark required for sale in AU,"WaterMark certificate number REQUIRED. If supplier cannot provide, CUT this product (legal risk).",,,,,,,,,,,,YES,YES,YES,YES,7,2274,,/product/rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr/
4637,Toilet Rimless Modern Watermark Ceramic p trap Commode modern 2Piece Toilet WELS,simple,265.0,,Toilets,KEEP,plumbing,toilets,toilet-rimless-modern-watermark-ceramic-p-trap-commode-modern-2piece-toilet-wels,/plumbing/toilets/toilet-rimless-modern-watermark-ceramic-p-trap-commode-modern-2piece-toilet-wels/,EA-PLB-TLT-02,certified,,,Toilet — WaterMark required for sale in AU,"WaterMark certificate number REQUIRED. If supplier cannot provide, CUT this product (legal risk).",,,,,,,,,,YES,,YES,YES,YES,YES,5,573,,/product/toilet-rimless-modern-watermark-ceramic-p-trap-commode-modern-2piece-toilet-wels/
4003,12V Self Priming Water Pump Kit (Includes Tap + 5m pipe),simple,80.0,,Water Pumps,KEEP,pumps-and-tanks,12v-pumps,12v-self-priming-water-pump-kit-includes-tap-plus-5m-pipe,/pumps-and-tanks/12v-pumps/12v-self-priming-water-pump-kit-includes-tap-plus-5m-pipe/,EA-PT-12V,not_required,use:caravan-and-rv,,12V caravan pump (top traffic driver),Top organic traffic driver — protect this URL with redirect,,,,,,,,,,,,YES,YES,,,6,2077,,/product/12v-self-priming-water-pump-kit-includes-tap-plus-5m-pipe/
3699,24V Low Pressure Switch For Pump RO Water Fitlers With Quick Connect,simple,19.95,10.0,Fittings & Parts,KEEP,pumps-and-tanks,components,24v-low-pressure-switch-for-pump-ro-water-fitlers-with-quick-connect,/pumps-and-tanks/components/24v-low-pressure-switch-for-pump-ro-water-fitlers-with-quick-connect/,EA-PT-SW-02,not_required,,,Pump component (pressure switch/gauge),,,,,,,,,,,YES,,YES,YES,,,3,477,,/product/24v-low-pressure-switch-for-pump-ro-water-fitlers-with-quick-connect/
3688,24V high Pressure Switch for Pump RO Water Fitlers with Quick Connect,simple,19.95,10.0,Fittings & Parts,KEEP,pumps-and-tanks,components,24v-high-pressure-switch-for-pump-ro-water-fitlers-with-quick-connect,/pumps-and-tanks/components/24v-high-pressure-switch-for-pump-ro-water-fitlers-with-quick-connect/,EA-PT-SW,not_required,,,Pump component (pressure switch/gauge),,,,,,,,,,,YES,,YES,YES,,,4,422,,/product/24v-high-pressure-switch-for-pump-ro-water-fitlers-with-quick-connect/
3587,"Water and Air Pressure Oil Gauge New 1/4"" Brass BSPT Thread 60 / 150 / 300 PSI",simple,29.95,3.0,Fittings & Parts,KEEP,pumps-and-tanks,components,water-and-air-pressure-oil-gauge-new-1-4-brass-bspt-thread-60-150-300-psi,/pumps-and-tanks/components/water-and-air-pressure-oil-gauge-new-1-4-brass-bspt-thread-60-150-300-psi/,EA-PT-GAUGE,not_required,,,Pump component (pressure switch/gauge),,,,,,,,,,,YES,,YES,YES,,,4,1053,,/product/water-and-air-pressure-oil-gauge-new-1-4-brass-bspt-thread-60-150-300-psi/
4127,Automatic Self-priming Hot& Cold Water Pressure Pump With Flow Control 380W 220V,simple,174.95,,Water Pumps,KEEP,pumps-and-tanks,pressure-pumps,automatic-self-priming-hot-cold-water-pressure-pump-with-flow-control-380w-220v,/pumps-and-tanks/pressure-pumps/automatic-self-priming-hot-cold-water-pressure-pump-with-flow-control-380w-220v/,EA-PT-REV-02,not_required,,,Pressure pump,,,,,,,,,YES,,YES,,YES,YES,,,4,0,,/product/automatic-self-priming-hot-cold-water-pressure-pump-with-flow-control-380w-220v/
4119,DC12V 280W Submersible Solar Power Water Well Pump Garden Farm Ranch 23FT Lift,simple,59.95,,Water Pumps,KEEP,pumps-and-tanks,pressure-pumps,dc12v-280w-submersible-solar-power-water-well-pump-garden-farm-ranch-23ft-lift,/pumps-and-tanks/pressure-pumps/dc12v-280w-submersible-solar-power-water-well-pump-garden-farm-ranch-23ft-lift/,EA-PT-12V-02,not_required,use:rural-tank-water,,Submersible pump,,,,,,,,,YES,,YES,YES,YES,YES,,,1,0,,/product/dc12v-280w-submersible-solar-power-water-well-pump-garden-farm-ranch-23ft-lift/
4123,Single-Phase Submersible Clean water Pump 370W lift 10m,simple,69.95,,Water Pumps,KEEP,pumps-and-tanks,pressure-pumps,single-phase-submersible-clean-water-pump-370w-lift-10m,/pumps-and-tanks/pressure-pumps/single-phase-submersible-clean-water-pump-370w-lift-10m/,EA-PT-SUB,not_required,use:rural-tank-water,,Submersible pump,,,,,,,,,YES,,YES,YES,YES,YES,,,2,0,,/product/single-phase-submersible-clean-water-pump-370w-lift-10m/
4061,Stainless Electric Solar Booster Pump 100W Home Water Booster Pump,simple,140.0,,Water Pumps,KEEP,pumps-and-tanks,pressure-pumps,stainless-electric-solar-booster-pump-100w-home-water-booster-pump,/pumps-and-tanks/pressure-pumps/stainless-electric-solar-booster-pump-100w-home-water-booster-pump/,EA-PT-BOOST-02,not_required,use:rural-tank-water,,Solar booster pump,,,,,,,,,YES,,YES,,YES,YES,,,3,0,,/product/stainless-electric-solar-booster-pump-100w-home-water-booster-pump/
4131,TYP 4000 Bypass Pressure Adjustable Diaphragm Booster Pump 24 VDC/400GPD,simple,199.95,,Water Pumps,KEEP,pumps-and-tanks,pressure-pumps,typ-4000-bypass-pressure-adjustable-diaphragm-booster-pump-24-vdc-400gpd,/pumps-and-tanks/pressure-pumps/typ-4000-bypass-pressure-adjustable-diaphragm-booster-pump-24-vdc-400gpd/,EA-PT-BOOST-03,not_required,,,Pressure pump,,,,,,,,,YES,,YES,YES,YES,YES,,,1,0,,/product/typ-4000-bypass-pressure-adjustable-diaphragm-booster-pump-24-vdc-400gpd/
4037,1 Inch Flexible Stainless Steel Hose for Pressure Tank,simple,59.95,,Fittings & Parts,KEEP,pumps-and-tanks,pressure-tanks,1-inch-flexible-stainless-steel-hose-for-pressure-tank,/pumps-and-tanks/pressure-tanks/1-inch-flexible-stainless-steel-hose-for-pressure-tank/,EA-PT-PT,not_required,,,Pressure tank — system component,,,,,,,,,,,,YES,YES,YES,,,1,692,,/product/1-inch-flexible-stainless-steel-hose-for-pressure-tank/
4010,100L Vertical Solar System Water Pressure Tank Expansion Tank with legs,simple,400.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,100l-vertical-solar-system-water-pressure-tank-expansion-tank-with-legs,/pumps-and-tanks/pressure-tanks/100l-vertical-solar-system-water-pressure-tank-expansion-tank-with-legs/,EA-PT-PT-100L,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,856,,/product/100l-vertical-solar-system-water-pressure-tank-expansion-tank-with-legs/
3602,"12 Litre Reverse Osmosis Water Holding Tank RO-3.2G, Plastic Rust Free",simple,99.95,10.0,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,12-litre-reverse-osmosis-water-holding-tank-ro-3-2g-plastic-rust-free,/pumps-and-tanks/pressure-tanks/12-litre-reverse-osmosis-water-holding-tank-ro-3-2g-plastic-rust-free/,EA-PT-REV,not_required,use:home-drinking-water,,RO holding tank,,,,,,,,,,,YES,YES,YES,YES,,,2,691,,/product/12-litre-reverse-osmosis-water-holding-tank-ro-3-2g-plastic-rust-free/
4017,12L Vertical Solar System Water Pressure Tank Expantion Tank /3.2 Gallons,simple,55.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,12l-vertical-solar-system-water-pressure-tank-expantion-tank-3-2-gallons,/pumps-and-tanks/pressure-tanks/12l-vertical-solar-system-water-pressure-tank-expantion-tank-3-2-gallons/,EA-PT-PT-12L,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,854,,/product/12l-vertical-solar-system-water-pressure-tank-expantion-tank-3-2-gallons/
4014,19L Vertical Solar System Water Pressure Tank Expantion Tank / 5.06 Gallons,simple,60.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,19l-vertical-solar-system-water-pressure-tank-expantion-tank-5-06-gallons,/pumps-and-tanks/pressure-tanks/19l-vertical-solar-system-water-pressure-tank-expantion-tank-5-06-gallons/,EA-PT-PT-19L,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,854,,/product/19l-vertical-solar-system-water-pressure-tank-expantion-tank-5-06-gallons/
4019,"Bladder For 100L Pressure Water Tank, Drinking Water Compatible made in Italy",simple,155.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,bladder-for-100l-pressure-water-tank-drinking-water-compatible-made-in-italy,/pumps-and-tanks/pressure-tanks/bladder-for-100l-pressure-water-tank-drinking-water-compatible-made-in-italy/,EA-PT-PT-100L-02,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,460,,/product/bladder-for-100l-pressure-water-tank-drinking-water-compatible-made-in-italy/
4026,"Bladder For 12L Pressure Water Tank, Drinking Water Compatible made in Italy",simple,35.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,bladder-for-12l-pressure-water-tank-drinking-water-compatible-made-in-italy,/pumps-and-tanks/pressure-tanks/bladder-for-12l-pressure-water-tank-drinking-water-compatible-made-in-italy/,EA-PT-PT-12L-02,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,340,,/product/bladder-for-12l-pressure-water-tank-drinking-water-compatible-made-in-italy/
4024,"Bladder For 19L Pressure Water Tank, Drinking Water Compatible made in Italy",simple,40.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,bladder-for-19l-pressure-water-tank-drinking-water-compatible-made-in-italy,/pumps-and-tanks/pressure-tanks/bladder-for-19l-pressure-water-tank-drinking-water-compatible-made-in-italy/,EA-PT-PT-19L-02,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,459,,/product/bladder-for-19l-pressure-water-tank-drinking-water-compatible-made-in-italy/
4023,"Bladder For 50L Pressure Water Tank, Drinking Water Compatible made in Italy",simple,70.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,bladder-for-50l-pressure-water-tank-drinking-water-compatible-made-in-italy,/pumps-and-tanks/pressure-tanks/bladder-for-50l-pressure-water-tank-drinking-water-compatible-made-in-italy/,EA-PT-PT-50L-02,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,459,,/product/bladder-for-50l-pressure-water-tank-drinking-water-compatible-made-in-italy/
4027,"Bladder For 8L Pressure Water Tank, Drinking Water Compatible made in Italy",simple,30.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,bladder-for-8l-pressure-water-tank-drinking-water-compatible-made-in-italy,/pumps-and-tanks/pressure-tanks/bladder-for-8l-pressure-water-tank-drinking-water-compatible-made-in-italy/,EA-PT-PT-8L,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,339,,/product/bladder-for-8l-pressure-water-tank-drinking-water-compatible-made-in-italy/
4012,"Water Pressure Tank Vessel 50L, Steel, Drinking Water Compatible Bladder, Almond",simple,180.0,,Tanks & Bladders,KEEP,pumps-and-tanks,pressure-tanks,water-pressure-tank-vessel-50l-steel-drinking-water-compatible-bladder-almond,/pumps-and-tanks/pressure-tanks/water-pressure-tank-vessel-50l-steel-drinking-water-compatible-bladder-almond/,EA-PT-PT-50L,not_required,,,Pressure tank — system component,,,,,,,,,,,YES,YES,YES,YES,,,1,732,,/product/water-pressure-tank-vessel-50l-steel-drinking-water-compatible-bladder-almond/
3605,RO Water Filter 24v DC Diaphragm Pump Reverse Osmosis Pressure Booster Pump,simple,89.95,,Water Pumps,KEEP,pumps-and-tanks,ro-booster-pumps,ro-water-filter-24v-dc-diaphragm-pump-reverse-osmosis-pressure-booster-pump,/pumps-and-tanks/ro-booster-pumps/ro-water-filter-24v-dc-diaphragm-pump-reverse-osmosis-pressure-booster-pump/,EA-PT-BOOST,not_required,use:home-drinking-water,,RO booster pump,,,,,,,,,,,YES,,YES,YES,,,3,2165,,/product/ro-water-filter-24v-dc-diaphragm-pump-reverse-osmosis-pressure-booster-pump/
11775,Bench Top Water Filter | Carbon | 1 Stage,simple,49.95,,Water Filters,KEEP,water-filters,bench-top,bench-top-water-filter-carbon-1-stage,/water-filters/bench-top/bench-top-water-filter-carbon-1-stage/,EA-WF-BT-1S-02,not_required,"use:rental-friendly,use:home-drinking-water",problem:chlorine-and-taste,Bench top filtration — rental friendly,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/bench-top-water-filter-carbon-1-stage/
11772,Bench Top Water Filter | Sediment | 1 Stage,simple,69.95,,Water Filters,KEEP,water-filters,bench-top,bench-top-water-filter-sediment-1-stage,/water-filters/bench-top/bench-top-water-filter-sediment-1-stage/,EA-WF-BT-1S,not_required,"use:rental-friendly,use:home-drinking-water",problem:chlorine-and-taste,Bench top filtration — rental friendly,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/bench-top-water-filter-sediment-1-stage/
3610,"Bench Top Water Filter | Sediment, Carbon | 2 Stage",simple,69.95,,Water Filters,KEEP,water-filters,bench-top,bench-top-water-filter-sediment-carbon-2-stage,/water-filters/bench-top/bench-top-water-filter-sediment-carbon-2-stage/,EA-WF-BT-2S,not_required,"use:rental-friendly,use:home-drinking-water",problem:chlorine-and-taste,Bench top filtration — rental friendly,,,,,,,,,YES,,,YES,YES,YES,,,1,0,,/product/bench-top-water-filter-sediment-carbon-2-stage/
3535,Diverter Valve Tap Rubber Connector /Adapter To Fit Benchtop To Old Taps,simple,19.95,1.0,Fittings & Parts,KEEP,water-filters,bench-top,diverter-valve-tap-rubber-connector-adapter-to-fit-benchtop-to-old-taps,/water-filters/bench-top/diverter-valve-tap-rubber-connector-adapter-to-fit-benchtop-to-old-taps/,EA-WF-REV-06,not_required,"use:rental-friendly,use:home-drinking-water",problem:chlorine-and-taste,Bench top filtration — rental friendly,,,,,,,,,,YES,YES,YES,YES,YES,,,2,85,,/product/diverter-valve-tap-rubber-connector-adapter-to-fit-benchtop-to-old-taps/
3494,"Diverter Valve Tap connector for 1/4"" tube Benchtop Countertop water filters",simple,22.99,9.0,Fittings & Parts,KEEP,water-filters,bench-top,diverter-valve-tap-connector-for-1-4-tube-benchtop-countertop-water-filters,/water-filters/bench-top/diverter-valve-tap-connector-for-1-4-tube-benchtop-countertop-water-filters/,EA-WF-REV-04,not_required,"use:rental-friendly,use:home-drinking-water",problem:chlorine-and-taste,Bench top filtration — rental friendly,,,,,,,,,,YES,YES,YES,YES,YES,,,2,181,,/product/diverter-valve-tap-connector-for-1-4-tube-benchtop-countertop-water-filters/
3409,"Diverter Valve Tap connector for 1/4"" tube Benchtop water filters",simple,27.95,9.0,Fittings & Parts,KEEP,water-filters,bench-top,diverter-valve-tap-connector-for-1-4-tube-benchtop-water-filters,/water-filters/bench-top/diverter-valve-tap-connector-for-1-4-tube-benchtop-water-filters/,EA-WF-REV,not_required,"use:rental-friendly,use:home-drinking-water",problem:chlorine-and-taste,Bench top filtration — rental friendly,,,,,,,,,,YES,YES,,YES,YES,,,3,215,,/product/diverter-valve-tap-connector-for-1-4-tube-benchtop-water-filters/
3395,COMMERCIAL REVERSE OSMOSIS RO DESALINATION PLANT RO 1500 LPD / 400GPD,simple,940.0,,"Water Filters, Whole House",KEEP,water-filters,commercial,commercial-reverse-osmosis-ro-desalination-plant-ro-1500-lpd-400gpd,/water-filters/commercial/commercial-reverse-osmosis-ro-desalination-plant-ro-1500-lpd-400gpd/,EA-WF-RO-03,not_required,use:commercial-and-cafe,"problem:fluoride-removal,problem:bacteria-and-pathogens",Commercial filtration,"Review duplicates: 500LPH variant, 1500 LPD, two near-identical 3000 LPD listings — keep one canonical 3000 LPD",,,,,,,,,,YES,YES,YES,YES,,,2,1357,,/product/commercial-reverse-osmosis-ro-desalination-plant-ro-1500-lpd-400gpd/
3550,COMMERCIAL REVERSE OSMOSIS RO DESALINATION PLANT RO 3000 LPD / 800 GPD With Pressure Tank,simple,1450.0,,"Water Filters, Whole House",KEEP,water-filters,commercial,commercial-reverse-osmosis-ro-desalination-plant-ro-3000-lpd-800-gpd-with-pressu,/water-filters/commercial/commercial-reverse-osmosis-ro-desalination-plant-ro-3000-lpd-800-gpd-with-pressu/,EA-WF-RO-09,not_required,use:commercial-and-cafe,"problem:fluoride-removal,problem:bacteria-and-pathogens",Commercial filtration,"Review duplicates: 500LPH variant, 1500 LPD, two near-identical 3000 LPD listings — keep one canonical 3000 LPD",,,,,,,,,,YES,,YES,YES,,,3,1855,,/product/commercial-reverse-osmosis-ro-desalination-plant-ro-3000-lpd-800-gpd-with-pressu/
12568,Commercial reverses osmosis RO 500LPH water treatment machinery equipment,simple,5490.0,,Whole House,KEEP,water-filters,commercial,commercial-reverses-osmosis-ro-500lph-water-treatment-machinery-equipment,/water-filters/commercial/commercial-reverses-osmosis-ro-500lph-water-treatment-machinery-equipment/,EA-WF-RO-13,not_required,use:commercial-and-cafe,"problem:fluoride-removal,problem:bacteria-and-pathogens",Commercial RO water treatment,,,,,,,,,,,YES,,YES,YES,,,6,1606,,/product/commercial-reverses-osmosis-ro-500lph-water-treatment-machinery-equipment/
3443,"1/4"" Push Fit Pipe Fitting Elbow Tube Connector Joiner Water Filter Fridge RO",simple,17.95,9.0,Fittings & Parts,KEEP,water-filters,parts,1-4-push-fit-pipe-fitting-elbow-tube-connector-joiner-water-filter-fridge-ro,/water-filters/parts/1-4-push-fit-pipe-fitting-elbow-tube-connector-joiner-water-filter-fridge-ro/,EA-WF-PART-02,not_required,,,Water filter fitting/component,,,,,,,,,,,YES,,YES,YES,,,3,456,,/product/1-4-push-fit-pipe-fitting-elbow-tube-connector-joiner-water-filter-fridge-ro/
3514,2 x Water Filter Fitting Tee Quick Connect 1/4' TEE 6mm Fridge. Enviro Aqua,simple,14.95,8.0,Fittings & Parts,KEEP,water-filters,parts,2-x-water-filter-fitting-tee-quick-connect-1-4-tee-6mm-fridge-enviro-aqua,/water-filters/parts/2-x-water-filter-fitting-tee-quick-connect-1-4-tee-6mm-fridge-enviro-aqua/,EA-WF-RO-07,not_required,,,Water filter fitting/component,,,,,,,,,,YES,YES,,YES,YES,,,5,128,,/product/2-x-water-filter-fitting-tee-quick-connect-1-4-tee-6mm-fridge-enviro-aqua/
